event_uid,chunk_id,chunk_text,titre,description,date,lieu,ville,latitude,longitude,type_evenement
59724355,59724355_0,"Événement : Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie "". La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée du Louvre, Paris.","Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie ""","La classe, l’œuvre !",23/05/2026,Musée du Louvre,Paris,48.861581,2.333569,
60651780,60651780_0,"Événement : On dirait presque que le tableau danse !. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Palais des Beaux-Arts, Musée d'arts de Nantes, Nantes.",On dirait presque que le tableau danse !,"La classe, l’œuvre !",23/05/2026,"Palais des Beaux-Arts, Musée d'arts de Nantes",Nantes,47.219277,-1.547096,
61128354,61128354_0,"Événement : Estève en Berry. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée Estève, Bourges.",Estève en Berry,"La classe, l’œuvre !",23/05/2026,Musée Estève,Bourges,47.085953,2.396264,
61421873,61421873_0,"Événement : Vénus métamorphosée. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée départemental Arles antique, Arles.",Vénus métamorphosée,"La classe, l’œuvre !",23/05/2026,Musée départemental Arles antique,Arles,43.671905,4.616493,
61672816,61672816_0,"Événement : Lucien Bailly. La classe, l’œuvre ! Date : 23/05/2026. Lieu : musée de Saint-Brieuc, Saint-Brieuc.",Lucien Bailly,"La classe, l’œuvre !",23/05/2026,musée de Saint-Brieuc,Saint-Brieuc,48.512285,-2.762665,
61680051,61680051_0,"Événement : Carte blanche aux lycéens. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée muséum départemental des Hautes-Alpes, Gap.",Carte blanche aux lycéens,"La classe, l’œuvre !",23/05/2026,Musée muséum départemental des Hautes-Alpes,Gap,44.562502,6.085519,
62360841,62360841_0,"Événement : Lycéens passeurs de culture antique. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée gallo-romain de Néris-les-Bains, Néris-les-Bains.",Lycéens passeurs de culture antique,"La classe, l’œuvre !",23/05/2026,Musée gallo-romain de Néris-les-Bains,Néris-les-Bains,46.287837,2.662974,
62464266,62464266_0,"Événement : Un buffet extraordinaire de vrais faux plats. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musées des Arts décoratifs de Strasbourg, Strasbourg.",Un buffet extraordinaire de vrais faux plats,"La classe, l’œuvre !",23/05/2026,Musées des Arts décoratifs de Strasbourg,Strasbourg,48.580661,7.75214,
64208790,64208790_0,"Événement : Shirley Jaffe - Four Horizons. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée départemental d'Art Moderne, Céret.",Shirley Jaffe - Four Horizons,"La classe, l’œuvre !",23/05/2026,Musée départemental d'Art Moderne,Céret,42.485758,2.747574,
64235826,64235826_0,"Événement : Restitution du projet Histoire de l'écriture. La classe, l’œuvre ! Date : 23/05/2026. Lieu : L'atelier D'un Journal"" De Louhans - Musée Municipal, Louhans.",Restitution du projet Histoire de l'écriture,"La classe, l’œuvre !",23/05/2026,"L'atelier D'un Journal"" De Louhans - Musée Municipal",Louhans,46.630508,5.224504,
65271558,65271558_0,"Événement : Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie "". La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée du Louvre, Paris.","Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie ""","La classe, l’œuvre !",23/05/2026,Musée du Louvre,Paris,48.861581,2.333569,
66386159,66386159_0,"Événement : Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie "". La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée du Louvre, Paris.","Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie ""","La classe, l’œuvre !",23/05/2026,Musée du Louvre,Paris,48.861581,2.333569,
66462052,66462052_0,"Événement : Petite galerie, grandes idées : expositions des écoles parrainées. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée d'Aquitaine, Bordeaux.","Petite galerie, grandes idées : expositions des écoles parrainées","La classe, l’œuvre !",23/05/2026,Musée d'Aquitaine,Bordeaux,44.83558,-0.575075,
67408250,67408250_0,"Événement : Le Salon des Refusés. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée/château comtal de Boulogne-sur-Mer, Boulogne-sur-Mer.",Le Salon des Refusés,"La classe, l’œuvre !",23/05/2026,Musée/château comtal de Boulogne-sur-Mer,Boulogne-sur-Mer,50.725542,1.61633,
69308329,69308329_0,"Événement : Plongez dans l'ambiance sonore des œuvres XIXe du Musée d'arts de Nantes !. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Palais des Beaux-Arts, Musée d'arts de Nantes, Nantes.",Plongez dans l'ambiance sonore des œuvres XIXe du Musée d'arts de Nantes !,"La classe, l’œuvre !",23/05/2026,"Palais des Beaux-Arts, Musée d'arts de Nantes",Nantes,47.219277,-1.547096,
69418755,69418755_0,"Événement : Raconter l'oeuvre. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée Fabre, Montpellier.",Raconter l'oeuvre,"La classe, l’œuvre !",23/05/2026,Musée Fabre,Montpellier,43.611754,3.880127,
70090221,70090221_0,"Événement : La rivière. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Site Verrier, Meisenthal.",La rivière,"La classe, l’œuvre !",23/05/2026,Site Verrier,Meisenthal,48.964904,7.352701,
70365499,70365499_0,"Événement : Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie "". La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée du Louvre, Paris.","Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie ""","La classe, l’œuvre !",23/05/2026,Musée du Louvre,Paris,48.861581,2.333569,
70948588,70948588_0,"Événement : Projet Tempus - le temps des Romains. La classe, l’œuvre ! Date : 23/05/2026. Lieu : musée Nicolas Poussin, Les Andelys.",Projet Tempus - le temps des Romains,"La classe, l’œuvre !",23/05/2026,musée Nicolas Poussin,Les Andelys,49.24587,1.41999,
70997542,70997542_0,"Événement : Le musée des Tissus et des Arts décoratifs : photographier l'avant. La classe, l’œuvre ! Date : 23/05/2026. Lieu : musée des Tissus et des Arts décoratifs, Lyon.",Le musée des Tissus et des Arts décoratifs : photographier l'avant,"La classe, l’œuvre !",23/05/2026,musée des Tissus et des Arts décoratifs,Lyon,45.753125,4.831638,
72235852,72235852_0,"Événement : Conte-moi l'Écomusée. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Ecomusée de Margeride, Ruynes-en-Margeride.",Conte-moi l'Écomusée,"La classe, l’œuvre !",23/05/2026,Ecomusée de Margeride,Ruynes-en-Margeride,44.998879,3.224951,
72604876,72604876_0,"Événement : Galerie de portraits. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée des Beaux-Arts de Dijon, Dijon.",Galerie de portraits,"La classe, l’œuvre !",23/05/2026,Musée des Beaux-Arts de Dijon,Dijon,47.321604,5.042972,
74065853,74065853_0,"Événement : Museum stories – Saison 1. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée de Cambrai, Cambrai.",Museum stories – Saison 1,"La classe, l’œuvre !",23/05/2026,Musée de Cambrai,Cambrai,50.173404,3.229896,
74355976,74355976_0,"Événement : Mutabilis, relookez Vénus !. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Lugdunum - musée et théâtres romains, Lyon.","Mutabilis, relookez Vénus !","La classe, l’œuvre !",23/05/2026,Lugdunum - musée et théâtres romains,Lyon,45.760529,4.82004,
76150018,76150018_0,"Événement : La Fabrique des histoires. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musverre (Ex Musée-Atelier Du Verre), Sars-Poteries.",La Fabrique des histoires,"La classe, l’œuvre !",23/05/2026,Musverre (Ex Musée-Atelier Du Verre),Sars-Poteries,50.166128,4.031241,
78275504,78275504_0,"Événement : Les CM2 exposent au musée !. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée Eucharistique Du Hiéron, Paray-le-Monial.",Les CM2 exposent au musée !,"La classe, l’œuvre !",23/05/2026,Musée Eucharistique Du Hiéron,Paray-le-Monial,46.451822,4.123021,
79310593,79310593_0,"Événement : Une visite commentée du Château-Musée de Nemours pour les jeunes. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Château-Musée de Nemours, Nemours.",Une visite commentée du Château-Musée de Nemours pour les jeunes,"La classe, l’œuvre !",23/05/2026,Château-Musée de Nemours,Nemours,48.260788,2.714709,
79803514,79803514_0,"Événement : Les portraits prennent vie. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée d'Art, Histoire et Archéologie d'Evreux, Évreux.",Les portraits prennent vie,"La classe, l’œuvre !",23/05/2026,"Musée d'Art, Histoire et Archéologie d'Evreux",Évreux,49.02689,1.151016,
79857184,79857184_0,"Événement : Rencontre avec Vénus et autres étoiles. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Muséum d'Histoire naturelle de La Réunion, Saint-Denis.",Rencontre avec Vénus et autres étoiles,"La classe, l’œuvre !",23/05/2026,Muséum d'Histoire naturelle de La Réunion,Saint-Denis,-20.887739,55.451221,
80054305,80054305_0,"Événement : Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie "". La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée du Louvre, Paris.","Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie ""","La classe, l’œuvre !",23/05/2026,Musée du Louvre,Paris,48.861581,2.333569,
80537112,80537112_0,"Événement : En sortant de l’école… Suivez le guide !. La classe, l’œuvre ! Date : 23/05/2026. Lieu : musée d'art et d'histoire de Saint-Lô, Saint-Lô.",En sortant de l’école… Suivez le guide !,"La classe, l’œuvre !",23/05/2026,musée d'art et d'histoire de Saint-Lô,Saint-Lô,49.116651,-1.087723,
80561564,80561564_0,"Événement : Voyage en Océanie. La classe, l’œuvre ! Date : 23/05/2026. Lieu : MAAM - Musée d'Angoulême, Angoulême.",Voyage en Océanie,"La classe, l’œuvre !",23/05/2026,MAAM - Musée d'Angoulême,Angoulême,45.64925,0.151458,
80579184,80579184_0,"Événement : Exposition des travaux des 5e du collège Arsène Meunier. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée de l'histoire du Perche, Nogent-le-Rotrou.",Exposition des travaux des 5e du collège Arsène Meunier,"La classe, l’œuvre !",23/05/2026,Musée de l'histoire du Perche,Nogent-le-Rotrou,48.314165,0.821396,
80959961,80959961_0,"Événement : Les paysages chez Courbet. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée Courbet, Ornans.",Les paysages chez Courbet,"La classe, l’œuvre !",23/05/2026,Musée Courbet,Ornans,47.104874,6.147697,
81594583,81594583_0,"Événement : La gazette du musée. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée Opale-Sud, Berck.",La gazette du musée,"La classe, l’œuvre !",23/05/2026,Musée Opale-Sud,Berck,50.405092,1.567687,
82730159,82730159_0,"Événement : Tourne, tourne petit foulon !. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée de Millau et des Grands Causses, Millau.","Tourne, tourne petit foulon !","La classe, l’œuvre !",23/05/2026,Musée de Millau et des Grands Causses,Millau,44.097783,3.080786,
82835017,82835017_0,"Événement : Restitution du projet Histoire de l'écriture. La classe, l’œuvre ! Date : 23/05/2026. Lieu : L'atelier D'un Journal"" De Louhans - Musée Municipal, Louhans.",Restitution du projet Histoire de l'écriture,"La classe, l’œuvre !",23/05/2026,"L'atelier D'un Journal"" De Louhans - Musée Municipal",Louhans,46.630508,5.224504,
83626420,83626420_0,"Événement : Saisir l'instant : dialogue entre haïkus et oeuvres (post)impressionnistes. La classe, l’œuvre ! Date : 23/05/2026. Lieu : musée Nicolas Poussin, Les Andelys.",Saisir l'instant : dialogue entre haïkus et oeuvres (post)impressionnistes,"La classe, l’œuvre !",23/05/2026,musée Nicolas Poussin,Les Andelys,49.24587,1.41999,
84817912,84817912_0,"Événement : Le roi liège - Festival. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée Du Liège Et Du Bouchon, Mezin.",Le roi liège - Festival,"La classe, l’œuvre !",23/05/2026,Musée Du Liège Et Du Bouchon,Mezin,44.056455,0.256203,
85240242,85240242_0,"Événement : Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie "". La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée du Louvre, Paris.","Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie ""","La classe, l’œuvre !",23/05/2026,Musée du Louvre,Paris,48.861581,2.333569,
85322537,85322537_0,"Événement : L'enfant guide. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée des explorations du monde (MEM), Cannes.",L'enfant guide,"La classe, l’œuvre !",23/05/2026,Musée des explorations du monde (MEM),Cannes,43.549826,7.009895,
85350001,85350001_0,"Événement : Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie "". La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée du Louvre, Paris.","Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie ""","La classe, l’œuvre !",23/05/2026,Musée du Louvre,Paris,48.861581,2.333569,
85846861,85846861_0,"Événement : Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie "". La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée du Louvre, Paris.","Le Louvre invite des élèves à réinventer les cartels de l'exposition  ""L'Eau primordiale - Leçons de Mésopotamie ""","La classe, l’œuvre !",23/05/2026,Musée du Louvre,Paris,48.861581,2.333569,
85915753,85915753_0,"Événement : L'art nouveau à la fonderie d'Ecurey : du dessin à l'objet. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Centre d'Interprétation d'Ecurey en Lorraine, Montiers-sur-Saulx.",L'art nouveau à la fonderie d'Ecurey : du dessin à l'objet,"La classe, l’œuvre !",23/05/2026,Centre d'Interprétation d'Ecurey en Lorraine,Montiers-sur-Saulx,48.55648,5.268838,
86703151,86703151_0,"Événement : Les langues vivantes au c'h'oeur de l'Europe. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée départemental Matisse, Le Cateau-Cambrésis.",Les langues vivantes au c'h'oeur de l'Europe,"La classe, l’œuvre !",23/05/2026,Musée départemental Matisse,Le Cateau-Cambrésis,50.103252,3.537281,
86852670,86852670_0,"Événement : Répétitions dansées au musée !. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée national Magnin, Dijon.",Répétitions dansées au musée !,"La classe, l’œuvre !",23/05/2026,Musée national Magnin,Dijon,47.320958,5.042189,
87371744,87371744_0,"Événement : Points de rencontres – Exposition de gravures. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée Mandet, Riom.",Points de rencontres – Exposition de gravures,"La classe, l’œuvre !",23/05/2026,Musée Mandet,Riom,45.893524,3.116638,
87392376,87392376_0,"Événement : Premier sceau de la ville de Haguenau. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée Historique, Haguenau.",Premier sceau de la ville de Haguenau,"La classe, l’œuvre !",23/05/2026,Musée Historique,Haguenau,48.812831,7.791479,
88972105,88972105_0,"Événement : Médiateurs d'un soir. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée d'art et d'histoire d'Orange, Orange.",Médiateurs d'un soir,"La classe, l’œuvre !",23/05/2026,Musée d'art et d'histoire d'Orange,Orange,44.136026,4.807879,
89092824,89092824_0,"Événement : Présentation d’œuvres par les élèves du Lycée Ionesco d’Issy-les-Moulineaux - Exposition Sèvres, une passion Rothschild. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Galerie des Gobelins - Mobilier national, Paris.","Présentation d’œuvres par les élèves du Lycée Ionesco d’Issy-les-Moulineaux - Exposition Sèvres, une passion Rothschild","La classe, l’œuvre !",23/05/2026,Galerie des Gobelins - Mobilier national,Paris,48.835167,2.35269,
89851039,89851039_0,"Événement : [PAS PERDUS], Danse, musique et chaussures ! avec la Cie In and Out et Le train théâtre.. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée de la chaussure, Romans-sur-Isère.","[PAS PERDUS], Danse, musique et chaussures ! avec la Cie In and Out et Le train théâtre.","La classe, l’œuvre !",23/05/2026,Musée de la chaussure,Romans-sur-Isère,45.04449,5.054468,
90777803,90777803_0,"Événement : Parures du vivant. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Muséum de Toulouse, Toulouse.",Parures du vivant,"La classe, l’œuvre !",23/05/2026,Muséum de Toulouse,Toulouse,43.594181,1.44895,
91490726,91490726_0,"Événement : Dans les pas du peintre Léon Colombier : autoportrait et paysage.. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée archéologique de l'Hôtel-Dieu, Cavaillon.",Dans les pas du peintre Léon Colombier : autoportrait et paysage.,"La classe, l’œuvre !",23/05/2026,Musée archéologique de l'Hôtel-Dieu,Cavaillon,43.839115,5.038252,
92003910,92003910_0,"Événement : L'HAIR GALLO-ROMAIN VIA LE LYCÉE GERGOVIE. La classe, l’œuvre ! Date : 23/05/2026. Lieu : Musée de céramique gallo-romaine, Lezoux.",L'HAIR GALLO-ROMAIN VIA LE LYCÉE GERGOVIE,"La classe, l’œuvre !",23/05/2026,Musée de céramique gallo-romaine,Lezoux,45.82621,3.384467,
